,user_dma_number,user_dma_name,user_postal_code,user_count,user_%
20460,724,Fargo-Valley City,100,3,5.2084843432092564e-05
21109,751,Denver,111,3,5.2084843432092564e-05
20454,722,Lincoln & Hastings-Krny,997,3,5.2084843432092564e-05
21073,751,Denver,028,3,5.2084843432092564e-05
21090,751,Denver,070,3,5.2084843432092564e-05
444,501,New York,319,3,5.2084843432092564e-05
17323,637,Cedar rapids-wtrlo-iwc&dub,549,3,5.2084843432092564e-05
25879,825,San Diego,019,3,5.2084843432092564e-05
20348,718,"Jackson, MS",770,3,5.2084843432092564e-05
21033,747,Juneau,136,3,5.2084843432092564e-05
26889,862,Sacramnto-Stkton-Modesto,912,3,5.2084843432092564e-05
20499,724,Fargo-Valley City,857,3,5.2084843432092564e-05
21189,751,Denver,306,3,5.2084843432092564e-05
20339,718,"Jackson, MS",707,3,5.2084843432092564e-05
20494,724,Fargo-Valley City,760,3,5.2084843432092564e-05
20490,724,Fargo-Valley City,586,3,5.2084843432092564e-05
21180,751,Denver,284,3,5.2084843432092564e-05
991,504,Philadelphia,061,3,5.2084843432092564e-05
27102,881,Spokane,300,3,5.2084843432092564e-05
20488,724,Fargo-Valley City,584,3,5.2084843432092564e-05
26352,839,Las Vegas,339,3,5.2084843432092564e-05
21040,747,Juneau,972,3,5.2084843432092564e-05
505,501,New York,395,3,5.2084843432092564e-05
21043,747,Juneau,995,3,5.2084843432092564e-05
21045,747,Juneau,997,3,5.2084843432092564e-05
28072,Unknown,,131,3,5.2084843432092564e-05
25480,819,Seattle-Tacoma,915,3,5.2084843432092564e-05
27068,868,Chico-Redding,920,3,5.2084843432092564e-05
27069,868,Chico-Redding,921,3,5.2084843432092564e-05
26356,839,Las Vegas,363,3,5.2084843432092564e-05
2372,508,Pittsburgh,073,3,5.2084843432092564e-05
25905,825,San Diego,105,3,5.2084843432092564e-05
26855,862,Sacramnto-Stkton-Modesto,828,3,5.2084843432092564e-05
21478,751,Denver,914,3,5.2084843432092564e-05
17484,640,Memphis,605,3,5.2084843432092564e-05
20190,716,Baton Rouge,711,3,5.2084843432092564e-05
25289,819,Seattle-Tacoma,486,3,5.2084843432092564e-05
26392,839,Las Vegas,581,3,5.2084843432092564e-05
2277,507,Savannah,180,3,5.2084843432092564e-05
25720,820,"Portland, OR",761,3,5.2084843432092564e-05
25861,821,"Bend, OR",945,3,5.2084843432092564e-05
27149,881,Spokane,950,3,5.2084843432092564e-05
20193,716,Baton Rouge,714,3,5.2084843432092564e-05
20641,743,Anchorage,021,3,5.2084843432092564e-05
20900,744,Honolulu,853,3,5.2084843432092564e-05
2284,507,Savannah,220,3,5.2084843432092564e-05
17500,640,Memphis,712,3,5.2084843432092564e-05
21406,751,Denver,797,3,5.2084843432092564e-05
26382,839,Las Vegas,537,3,5.2084843432092564e-05
27051,866,Fresno-Visalia,981,3,5.2084843432092564e-05
21404,751,Denver,790,3,5.2084843432092564e-05
28585,Unknown,,916,3,5.2084843432092564e-05
20637,740,North Platte,693,3,5.2084843432092564e-05
25305,819,Seattle-Tacoma,530,3,5.2084843432092564e-05
21400,751,Denver,785,3,5.2084843432092564e-05
26378,839,Las Vegas,489,3,5.2084843432092564e-05
497,501,New York,383,3,5.2084843432092564e-05
26776,862,Sacramnto-Stkton-Modesto,500,3,5.2084843432092564e-05
17162,635,Austin,801,3,5.2084843432092564e-05
20180,716,Baton Rouge,660,3,5.2084843432092564e-05
25278,819,Seattle-Tacoma,468,3,5.2084843432092564e-05
25257,819,Seattle-Tacoma,431,3,5.2084843432092564e-05
25772,820,"Portland, OR",914,3,5.2084843432092564e-05
20133,716,Baton Rouge,200,3,5.2084843432092564e-05
26759,862,Sacramnto-Stkton-Modesto,448,3,5.2084843432092564e-05
20141,716,Baton Rouge,301,3,5.2084843432092564e-05
17527,640,Memphis,787,3,5.2084843432092564e-05
1150,504,Philadelphia,258,3,5.2084843432092564e-05
21463,751,Denver,882,3,5.2084843432092564e-05
20856,744,Honolulu,662,3,5.2084843432092564e-05
2391,508,Pittsburgh,115,3,5.2084843432092564e-05
25766,820,"Portland, OR",905,3,5.2084843432092564e-05
17520,640,Memphis,761,3,5.2084843432092564e-05
20172,716,Baton Rouge,559,3,5.2084843432092564e-05
25261,819,Seattle-Tacoma,442,3,5.2084843432092564e-05
25262,819,Seattle-Tacoma,446,3,5.2084843432092564e-05
25268,819,Seattle-Tacoma,454,3,5.2084843432092564e-05
25271,819,Seattle-Tacoma,460,3,5.2084843432092564e-05
27916,NL-NH,,358,3,5.2084843432092564e-05
20864,744,Honolulu,731,3,5.2084843432092564e-05
25755,820,"Portland, OR",860,3,5.2084843432092564e-05
20158,716,Baton Rouge,370,3,5.2084843432092564e-05
20159,716,Baton Rouge,371,3,5.2084843432092564e-05
20166,716,Baton Rouge,395,3,5.2084843432092564e-05
25707,820,"Portland, OR",614,3,5.2084843432092564e-05
26376,839,Las Vegas,483,3,5.2084843432092564e-05
25656,820,"Portland, OR",356,3,5.2084843432092564e-05
20913,744,Honolulu,905,3,5.2084843432092564e-05
2323,507,Savannah,335,3,5.2084843432092564e-05
21330,751,Denver,610,3,5.2084843432092564e-05
20579,736,Bowling Green,180,3,5.2084843432092564e-05
25661,820,"Portland, OR",383,3,5.2084843432092564e-05
25368,819,Seattle-Tacoma,675,3,5.2084843432092564e-05
20971,744,Honolulu,986,3,5.2084843432092564e-05
20242,718,"Jackson, MS",065,3,5.2084843432092564e-05
21304,751,Denver,562,3,5.2084843432092564e-05
25659,820,"Portland, OR",372,3,5.2084843432092564e-05
2675,510,Cleveland-Akron (Canton),041,3,5.2084843432092564e-05
2296,507,Savannah,281,3,5.2084843432092564e-05
25382,819,Seattle-Tacoma,722,3,5.2084843432092564e-05
26312,839,Las Vegas,207,3,5.2084843432092564e-05
26367,839,Las Vegas,442,3,5.2084843432092564e-05
28600,Unknown,,933,3,5.2084843432092564e-05
26,0,,900,3,5.2084843432092564e-05
21289,751,Denver,531,3,5.2084843432092564e-05
25390,819,Seattle-Tacoma,749,3,5.2084843432092564e-05
20568,734,Jonesboro,776,3,5.2084843432092564e-05
20565,734,Jonesboro,729,3,5.2084843432092564e-05
20563,734,Jonesboro,725,3,5.2084843432092564e-05
2354,507,Savannah,995,3,5.2084843432092564e-05
17422,640,Memphis,282,3,5.2084843432092564e-05
28078,Unknown,,138,3,5.2084843432092564e-05
27942,NO-03,,325,3,5.2084843432092564e-05
17450,640,Memphis,377,3,5.2084843432092564e-05
25691,820,"Portland, OR",551,3,5.2084843432092564e-05
20626,737,Mankato,561,3,5.2084843432092564e-05
25316,819,Seattle-Tacoma,549,3,5.2084843432092564e-05
20624,737,Mankato,559,3,5.2084843432092564e-05
21383,751,Denver,751,3,5.2084843432092564e-05
20919,744,Honolulu,914,3,5.2084843432092564e-05
2333,507,Savannah,490,3,5.2084843432092564e-05
25695,820,"Portland, OR",571,3,5.2084843432092564e-05
27055,868,Chico-Redding,021,3,5.2084843432092564e-05
20623,737,Mankato,558,3,5.2084843432092564e-05
660,501,New York,653,3,5.2084843432092564e-05
20209,716,Baton Rouge,785,3,5.2084843432092564e-05
23,0,,801,3,5.2084843432092564e-05
2332,507,Savannah,481,3,5.2084843432092564e-05
20215,716,Baton Rouge,941,3,5.2084843432092564e-05
20219,716,Baton Rouge,985,3,5.2084843432092564e-05
21350,751,Denver,658,3,5.2084843432092564e-05
20226,717,Quincy-Hannibal-Keokuk,601,3,5.2084843432092564e-05
1140,504,Philadelphia,237,3,5.2084843432092564e-05
20932,744,Honolulu,931,3,5.2084843432092564e-05
17456,640,Memphis,384,3,5.2084843432092564e-05
20228,717,Quincy-Hannibal-Keokuk,605,3,5.2084843432092564e-05
1136,504,Philadelphia,233,3,5.2084843432092564e-05
26747,862,Sacramnto-Stkton-Modesto,365,3,5.2084843432092564e-05
22134,756,Billings,598,3,5.2084843432092564e-05
25059,819,Seattle-Tacoma,056,3,5.2084843432092564e-05
23027,789,Tucson (Sierra Vista),800,3,5.2084843432092564e-05
550,501,New York,468,3,5.2084843432092564e-05
2500,508,Pittsburgh,327,3,5.2084843432092564e-05
1574,505,Detroit,376,3,5.2084843432092564e-05
692,501,New York,726,3,5.2084843432092564e-05
28364,Unknown,,546,3,5.2084843432092564e-05
18255,652,Omaha,613,3,5.2084843432092564e-05
19010,670,Ft. Smith-Fay-Sprngdl-Rgrs,670,3,5.2084843432092564e-05
23044,789,Tucson (Sierra Vista),859,3,5.2084843432092564e-05
927,503,Macon,281,3,5.2084843432092564e-05
23048,789,Tucson (Sierra Vista),865,3,5.2084843432092564e-05
19002,670,Ft. Smith-Fay-Sprngdl-Rgrs,630,3,5.2084843432092564e-05
18268,652,Omaha,671,3,5.2084843432092564e-05
777,501,New York,875,3,5.2084843432092564e-05
18999,670,Ft. Smith-Fay-Sprngdl-Rgrs,483,3,5.2084843432092564e-05
18990,670,Ft. Smith-Fay-Sprngdl-Rgrs,240,3,5.2084843432092564e-05
23033,789,Tucson (Sierra Vista),809,3,5.2084843432092564e-05
18245,652,Omaha,600,3,5.2084843432092564e-05
1556,505,Detroit,327,3,5.2084843432092564e-05
19038,670,Ft. Smith-Fay-Sprngdl-Rgrs,760,3,5.2084843432092564e-05
27420,ES-CT,,891,3,5.2084843432092564e-05
1559,505,Detroit,331,3,5.2084843432092564e-05
24141,804,Palm Springs,967,3,5.2084843432092564e-05
22996,789,Tucson (Sierra Vista),326,3,5.2084843432092564e-05
19061,671,Tulsa,044,3,5.2084843432092564e-05
24134,804,Palm Springs,926,3,5.2084843432092564e-05
23010,789,Tucson (Sierra Vista),546,3,5.2084843432092564e-05
23021,789,Tucson (Sierra Vista),750,3,5.2084843432092564e-05
24127,804,Palm Springs,913,3,5.2084843432092564e-05
19047,670,Ft. Smith-Fay-Sprngdl-Rgrs,801,3,5.2084843432092564e-05
1563,505,Detroit,336,3,5.2084843432092564e-05
24118,804,Palm Springs,601,3,5.2084843432092564e-05
26651,855,Santabarbra-Sanmar-Sanluob,963,3,5.2084843432092564e-05
24117,804,Palm Springs,483,3,5.2084843432092564e-05
19042,670,Ft. Smith-Fay-Sprngdl-Rgrs,774,3,5.2084843432092564e-05
18989,670,Ft. Smith-Fay-Sprngdl-Rgrs,200,3,5.2084843432092564e-05
23064,789,Tucson (Sierra Vista),940,3,5.2084843432092564e-05
551,501,New York,469,3,5.2084843432092564e-05
23088,790,Albuquerque-Santa Fe,130,3,5.2084843432092564e-05
2503,508,Pittsburgh,338,3,5.2084843432092564e-05
18947,669,Madison,752,3,5.2084843432092564e-05
23157,790,Albuquerque-Santa Fe,811,3,5.2084843432092564e-05
2054,506,Boston (Manchester),450,3,5.2084843432092564e-05
18939,669,Madison,641,3,5.2084843432092564e-05
23171,790,Albuquerque-Santa Fe,851,3,5.2084843432092564e-05
26647,855,Santabarbra-Sanmar-Sanluob,958,3,5.2084843432092564e-05
23173,790,Albuquerque-Santa Fe,853,3,5.2084843432092564e-05
1661,505,Detroit,550,3,5.2084843432092564e-05
26187,828,Monterey-Salinas,342,3,5.2084843432092564e-05
18317,652,Omaha,941,3,5.2084843432092564e-05
18318,652,Omaha,945,3,5.2084843432092564e-05
161,500,Portland-Auburn,995,3,5.2084843432092564e-05
23188,790,Albuquerque-Santa Fe,879,3,5.2084843432092564e-05
18326,652,Omaha,980,3,5.2084843432092564e-05
18311,652,Omaha,930,3,5.2084843432092564e-05
553,501,New York,472,3,5.2084843432092564e-05
18957,669,Madison,890,3,5.2084843432092564e-05
26573,855,Santabarbra-Sanmar-Sanluob,209,3,5.2084843432092564e-05
23099,790,Albuquerque-Santa Fe,276,3,5.2084843432092564e-05
23102,790,Albuquerque-Santa Fe,303,3,5.2084843432092564e-05
23103,790,Albuquerque-Santa Fe,307,3,5.2084843432092564e-05
18280,652,Omaha,726,3,5.2084843432092564e-05
23105,790,Albuquerque-Santa Fe,331,3,5.2084843432092564e-05
28360,Unknown,,540,3,5.2084843432092564e-05
23111,790,Albuquerque-Santa Fe,402,3,5.2084843432092564e-05
23127,790,Albuquerque-Santa Fe,641,3,5.2084843432092564e-05
18291,652,Omaha,801,3,5.2084843432092564e-05
1614,505,Detroit,461,3,5.2084843432092564e-05
18963,669,Madison,932,3,5.2084843432092564e-05
27453,FI-LS,,972,3,5.2084843432092564e-05
1615,505,Detroit,462,3,5.2084843432092564e-05
23125,790,Albuquerque-Santa Fe,600,3,5.2084843432092564e-05
22994,789,Tucson (Sierra Vista),303,3,5.2084843432092564e-05
28374,Unknown,,562,3,5.2084843432092564e-05
19224,675,Peoria-Bloomington,613,3,5.2084843432092564e-05
19184,673,Columbus-Tupelo-W Pnt-Hstn,393,3,5.2084843432092564e-05
24278,807,San Francisco-Oak-San Jose,166,3,5.2084843432092564e-05
18178,652,Omaha,316,3,5.2084843432092564e-05
1491,505,Detroit,177,3,5.2084843432092564e-05
19175,673,Columbus-Tupelo-W Pnt-Hstn,381,3,5.2084843432092564e-05
19158,671,Tulsa,920,3,5.2084843432092564e-05
1495,505,Detroit,184,3,5.2084843432092564e-05
152,500,Portland-Auburn,940,3,5.2084843432092564e-05
22889,770,Salt Lake City,959,3,5.2084843432092564e-05
24264,807,San Francisco-Oak-San Jose,143,3,5.2084843432092564e-05
19154,671,Tulsa,847,3,5.2084843432092564e-05
18189,652,Omaha,454,3,5.2084843432092564e-05
18191,652,Omaha,494,3,5.2084843432092564e-05
27750,IT-21,,900,3,5.2084843432092564e-05
19130,671,Tulsa,751,3,5.2084843432092564e-05
24249,807,San Francisco-Oak-San Jose,127,3,5.2084843432092564e-05
27372,DE-NW,,945,3,5.2084843432092564e-05
18173,652,Omaha,275,3,5.2084843432092564e-05
22979,789,Tucson (Sierra Vista),190,3,5.2084843432092564e-05
2083,506,Boston (Manchester),530,3,5.2084843432092564e-05
26223,828,Monterey-Salinas,925,3,5.2084843432092564e-05
27756,IT-25,,096,3,5.2084843432092564e-05
26675,862,Sacramnto-Stkton-Modesto,067,3,5.2084843432092564e-05
26064,825,San Diego,846,3,5.2084843432092564e-05
19212,675,Peoria-Bloomington,551,3,5.2084843432092564e-05
19211,675,Peoria-Bloomington,532,3,5.2084843432092564e-05
1483,505,Detroit,160,3,5.2084843432092564e-05
1484,505,Detroit,161,3,5.2084843432092564e-05
26218,828,Monterey-Salinas,910,3,5.2084843432092564e-05
26065,825,San Diego,847,3,5.2084843432092564e-05
18145,651,Lubbock,799,3,5.2084843432092564e-05
24286,807,San Francisco-Oak-San Jose,179,3,5.2084843432092564e-05
2487,508,Pittsburgh,287,3,5.2084843432092564e-05
18162,652,Omaha,126,3,5.2084843432092564e-05
18165,652,Omaha,185,3,5.2084843432092564e-05
24248,807,San Francisco-Oak-San Jose,126,3,5.2084843432092564e-05
26209,828,Monterey-Salinas,841,3,5.2084843432092564e-05
22906,770,Salt Lake City,991,3,5.2084843432092564e-05
2493,508,Pittsburgh,308,3,5.2084843432092564e-05
28235,Unknown,,344,3,5.2084843432092564e-05
27406,ES-AS,,801,3,5.2084843432092564e-05
1530,505,Detroit,265,3,5.2084843432092564e-05
2067,506,Boston (Manchester),482,3,5.2084843432092564e-05
1534,505,Detroit,276,3,5.2084843432092564e-05
27408,ES-CL,,,3,5.2084843432092564e-05
24176,807,San Francisco-Oak-San Jose,041,3,5.2084843432092564e-05
27742,GB-WSM,,,3,5.2084843432092564e-05
1540,505,Detroit,285,3,5.2084843432092564e-05
24171,807,San Francisco-Oak-San Jose,032,3,5.2084843432092564e-05
18223,652,Omaha,554,3,5.2084843432092564e-05
1543,505,Detroit,295,3,5.2084843432092564e-05
1545,505,Detroit,301,3,5.2084843432092564e-05
26207,828,Monterey-Salinas,808,3,5.2084843432092564e-05
26827,862,Sacramnto-Stkton-Modesto,760,3,5.2084843432092564e-05
18205,652,Omaha,516,3,5.2084843432092564e-05
22943,773,Grand Junction-Montrose,800,3,5.2084843432092564e-05
754,501,New York,830,3,5.2084843432092564e-05
1514,505,Detroit,218,3,5.2084843432092564e-05
18198,652,Omaha,507,3,5.2084843432092564e-05
22907,770,Salt Lake City,992,3,5.2084843432092564e-05
22909,770,Salt Lake City,995,3,5.2084843432092564e-05
155,500,Portland-Auburn,949,3,5.2084843432092564e-05
1512,505,Detroit,214,3,5.2084843432092564e-05
1513,505,Detroit,217,3,5.2084843432092564e-05
22910,770,Salt Lake City,996,3,5.2084843432092564e-05
1525,505,Detroit,238,3,5.2084843432092564e-05
2077,506,Boston (Manchester),498,3,5.2084843432092564e-05
22923,771,Yuma-El Centro,917,3,5.2084843432092564e-05
22924,771,Yuma-El Centro,919,3,5.2084843432092564e-05
19111,671,Tulsa,673,3,5.2084843432092564e-05
19108,671,Tulsa,670,3,5.2084843432092564e-05
27403,ES-AN,,347,3,5.2084843432092564e-05
26583,855,Santabarbra-Sanmar-Sanluob,551,3,5.2084843432092564e-05
18330,656,Panama City,014,3,5.2084843432092564e-05
23198,790,Albuquerque-Santa Fe,913,3,5.2084843432092564e-05
27653,GB-LND,,530,3,5.2084843432092564e-05
18769,661,San Angelo,760,3,5.2084843432092564e-05
23810,803,Los Angeles,577,3,5.2084843432092564e-05
18560,659,Nashville,326,3,5.2084843432092564e-05
27650,GB-LND,,402,3,5.2084843432092564e-05
26630,855,Santabarbra-Sanmar-Sanluob,936,3,5.2084843432092564e-05
18565,659,Nashville,334,3,5.2084843432092564e-05
27648,GB-LND,,331,3,5.2084843432092564e-05
23517,803,Los Angeles,164,3,5.2084843432092564e-05
26141,825,San Diego,971,3,5.2084843432092564e-05
2527,508,Pittsburgh,450,3,5.2084843432092564e-05
23528,803,Los Angeles,179,3,5.2084843432092564e-05
2526,508,Pittsburgh,448,3,5.2084843432092564e-05
1932,506,Boston (Manchester),177,3,5.2084843432092564e-05
23792,803,Los Angeles,544,3,5.2084843432092564e-05
208,501,New York,053,3,5.2084843432092564e-05
18557,659,Nashville,320,3,5.2084843432092564e-05
27528,GB-BOL,,940,3,5.2084843432092564e-05
23207,790,Albuquerque-Santa Fe,934,3,5.2084843432092564e-05
23822,803,Los Angeles,599,3,5.2084843432092564e-05
18814,669,Madison,010,3,5.2084843432092564e-05
23457,803,Los Angeles,093,3,5.2084843432092564e-05
18519,659,Nashville,243,3,5.2084843432092564e-05
18521,659,Nashville,270,3,5.2084843432092564e-05
23864,803,Los Angeles,666,3,5.2084843432092564e-05
18797,662,Abilene-Sweetwater,760,3,5.2084843432092564e-05
23856,803,Los Angeles,654,3,5.2084843432092564e-05
1973,506,Boston (Manchester),236,3,5.2084843432092564e-05
26113,825,San Diego,936,3,5.2084843432092564e-05
27666,GB-LND,,951,3,5.2084843432092564e-05
18782,661,San Angelo,793,3,5.2084843432092564e-05
23831,803,Los Angeles,610,3,5.2084843432092564e-05
18543,659,Nashville,297,3,5.2084843432092564e-05
23829,803,Los Angeles,607,3,5.2084843432092564e-05
1957,506,Boston (Manchester),217,3,5.2084843432092564e-05
26139,825,San Diego,969,3,5.2084843432092564e-05
27537,GB-CAM,,501,3,5.2084843432092564e-05
1921,506,Boston (Manchester),158,3,5.2084843432092564e-05
26138,825,San Diego,968,3,5.2084843432092564e-05
18628,659,Nashville,460,3,5.2084843432092564e-05
18632,659,Nashville,468,3,5.2084843432092564e-05
27577,GB-ESS,,331,3,5.2084843432092564e-05
18636,659,Nashville,477,3,5.2084843432092564e-05
27575,GB-ESS,,,3,5.2084843432092564e-05
23722,803,Los Angeles,444,3,5.2084843432092564e-05
23656,803,Los Angeles,340,3,5.2084843432092564e-05
27569,GB-EAL,,606,3,5.2084843432092564e-05
28318,Unknown,,478,3,5.2084843432092564e-05
1785,505,Detroit,992,3,5.2084843432092564e-05
1829,506,Boston (Manchester),047,3,5.2084843432092564e-05
772,501,New York,860,3,5.2084843432092564e-05
23707,803,Los Angeles,421,3,5.2084843432092564e-05
23685,803,Los Angeles,383,3,5.2084843432092564e-05
27562,GB-CRY,,,3,5.2084843432092564e-05
27582,GB-GLG,,900,3,5.2084843432092564e-05
18626,659,Nashville,450,3,5.2084843432092564e-05
18712,659,Nashville,804,3,5.2084843432092564e-05
23588,803,Los Angeles,262,3,5.2084843432092564e-05
23766,803,Los Angeles,496,3,5.2084843432092564e-05
18743,659,Nashville,953,3,5.2084843432092564e-05
1910,506,Boston (Manchester),143,3,5.2084843432092564e-05
26123,825,San Diego,949,3,5.2084843432092564e-05
18602,659,Nashville,397,3,5.2084843432092564e-05
1902,506,Boston (Manchester),134,3,5.2084843432092564e-05
23756,803,Los Angeles,485,3,5.2084843432092564e-05
23630,803,Los Angeles,313,3,5.2084843432092564e-05
26128,825,San Diego,954,3,5.2084843432092564e-05
27550,GB-CMD,,021,3,5.2084843432092564e-05
18721,659,Nashville,895,3,5.2084843432092564e-05
18615,659,Nashville,424,3,5.2084843432092564e-05
23618,803,Los Angeles,299,3,5.2084843432092564e-05
18717,659,Nashville,850,3,5.2084843432092564e-05
18510,659,Nashville,222,3,5.2084843432092564e-05
18509,659,Nashville,221,3,5.2084843432092564e-05
23447,803,Los Angeles,083,3,5.2084843432092564e-05
27485,FR-J,,956,3,5.2084843432092564e-05
23299,801,Eugene,631,3,5.2084843432092564e-05
18357,656,Panama City,450,3,5.2084843432092564e-05
18361,656,Panama City,631,3,5.2084843432092564e-05
18362,656,Panama City,700,3,5.2084843432092564e-05
1696,505,Detroit,656,3,5.2084843432092564e-05
18369,656,Panama City,917,3,5.2084843432092564e-05
1699,505,Detroit,661,3,5.2084843432092564e-05
23304,801,Eugene,761,3,5.2084843432092564e-05
23309,801,Eugene,838,3,5.2084843432092564e-05
23310,801,Eugene,841,3,5.2084843432092564e-05
1703,505,Detroit,670,3,5.2084843432092564e-05
23960,803,Los Angeles,815,3,5.2084843432092564e-05
18396,657,Sherman-Ada,913,3,5.2084843432092564e-05
18891,669,Madison,528,3,5.2084843432092564e-05
23311,801,Eugene,852,3,5.2084843432092564e-05
1692,505,Detroit,641,3,5.2084843432092564e-05
18347,656,Panama City,338,3,5.2084843432092564e-05
26804,862,Sacramnto-Stkton-Modesto,618,3,5.2084843432092564e-05
26587,855,Santabarbra-Sanmar-Sanluob,606,3,5.2084843432092564e-05
18333,656,Panama City,232,3,5.2084843432092564e-05
23209,790,Albuquerque-Santa Fe,936,3,5.2084843432092564e-05
26584,855,Santabarbra-Sanmar-Sanluob,594,3,5.2084843432092564e-05
18920,669,Madison,587,3,5.2084843432092564e-05
24006,803,Los Angeles,889,3,5.2084843432092564e-05
23229,798,Glendive,593,3,5.2084843432092564e-05
18907,669,Madison,548,3,5.2084843432092564e-05
23287,801,Eugene,280,3,5.2084843432092564e-05
